created,value
2020-09-01T00:08:05.000Z,0.21100000000000002
2020-09-01T00:23:05.000Z,0.21100000000000002
2020-09-01T00:38:05.000Z,0.21
2020-09-01T00:53:05.000Z,0.21
2020-09-01T01:08:05.000Z,0.209
2020-09-01T01:23:05.000Z,0.209
2020-09-01T01:38:05.000Z,0.209
2020-09-01T01:53:05.000Z,0.209
2020-09-01T02:08:05.000Z,0.20800000000000002
2020-09-01T02:23:05.000Z,0.20800000000000002
2020-09-01T02:38:05.000Z,0.20800000000000002
2020-09-01T02:53:05.000Z,0.20800000000000002
2020-09-01T03:08:05.000Z,0.20800000000000002
2020-09-01T03:23:05.000Z,0.207
2020-09-01T03:38:05.000Z,0.207
2020-09-01T03:53:05.000Z,0.207
2020-09-01T04:08:05.000Z,0.207
2020-09-01T04:23:05.000Z,0.207
2020-09-01T04:38:05.000Z,0.207
2020-09-01T04:53:05.000Z,0.20600000000000002
2020-09-01T05:08:05.000Z,0.20600000000000002
2020-09-01T05:23:05.000Z,0.20600000000000002
2020-09-01T05:38:05.000Z,0.20600000000000002
2020-09-01T05:53:05.000Z,0.20600000000000002
2020-09-01T06:08:05.000Z,0.20600000000000002
2020-09-01T06:23:05.000Z,0.20600000000000002
2020-09-01T06:23:05.000Z,0.20600000000000002
2020-09-01T06:38:05.000Z,0.20600000000000002
2020-09-01T06:53:05.000Z,0.205
2020-09-01T07:08:05.000Z,0.205
2020-09-01T07:23:05.000Z,0.205
2020-09-01T07:38:05.000Z,0.205
2020-09-01T07:53:05.000Z,0.205
2020-09-01T08:08:05.000Z,0.205
2020-09-01T08:23:05.000Z,0.205
2020-09-01T08:38:05.000Z,0.205
2020-09-01T08:53:05.000Z,0.205
2020-09-01T09:08:05.000Z,0.204
2020-09-01T09:23:05.000Z,0.204
2020-09-01T09:38:05.000Z,0.204
2020-09-01T09:53:12.000Z,0.204
2020-09-01T10:08:06.000Z,0.204
2020-09-01T10:23:05.000Z,0.204
2020-09-01T10:38:05.000Z,0.204
2020-09-01T10:53:05.000Z,0.204
2020-09-01T11:08:05.000Z,0.204
2020-09-01T11:23:05.000Z,0.204
2020-09-01T11:38:05.000Z,0.204
2020-09-01T11:53:05.000Z,0.204
2020-09-01T12:08:05.000Z,0.203
2020-09-01T12:23:05.000Z,0.203
2020-09-01T12:38:05.000Z,0.203
2020-09-01T12:53:05.000Z,0.203
2020-09-01T13:08:05.000Z,0.203
2020-09-01T13:23:05.000Z,0.203
2020-09-01T13:38:05.000Z,0.203
2020-09-01T13:53:05.000Z,0.203
2020-09-01T14:08:05.000Z,0.203
2020-09-01T14:23:05.000Z,0.203
2020-09-01T14:38:05.000Z,0.203
2020-09-01T14:53:05.000Z,0.203
2020-09-01T15:08:05.000Z,0.203
2020-09-01T15:23:05.000Z,0.201
2020-09-01T15:38:05.000Z,0.203
2020-09-01T15:53:05.000Z,0.203
2020-09-01T16:08:05.000Z,0.201
2020-09-01T16:23:05.000Z,0.201
2020-09-01T16:38:05.000Z,0.201
2020-09-01T16:53:05.000Z,0.201
2020-09-01T17:08:05.000Z,0.201
2020-09-01T17:23:05.000Z,0.201
2020-09-01T17:38:05.000Z,0.201
2020-09-01T17:53:05.000Z,0.201
2020-09-01T18:08:05.000Z,0.201
2020-09-01T18:23:05.000Z,0.201
2020-09-01T18:38:05.000Z,0.201
2020-09-01T18:53:05.000Z,0.201
2020-09-01T19:08:05.000Z,0.201
2020-09-01T19:23:05.000Z,0.201
2020-09-01T19:38:05.000Z,0.201
2020-09-01T19:53:05.000Z,0.201
2020-09-01T20:08:05.000Z,0.201
2020-09-01T20:23:05.000Z,0.201
2020-09-01T20:38:05.000Z,0.201
2020-09-01T20:53:05.000Z,0.201
2020-09-01T21:08:05.000Z,0.201
2020-09-01T21:23:05.000Z,0.201
2020-09-01T21:38:05.000Z,0.201
2020-09-01T21:53:05.000Z,0.201
2020-09-01T22:08:05.000Z,0.201
2020-09-01T22:23:05.000Z,0.201
2020-09-01T22:38:05.000Z,0.2
2020-09-01T22:53:05.000Z,0.2
2020-09-01T23:08:05.000Z,0.2
2020-09-01T23:08:05.000Z,0.2
2020-09-01T23:23:05.000Z,0.2
2020-09-01T23:38:05.000Z,0.2
2020-09-01T23:53:05.000Z,0.2
2020-09-02T00:08:05.000Z,0.2
2020-09-02T00:23:05.000Z,0.2
2020-09-02T00:38:05.000Z,0.198
2020-09-02T00:53:05.000Z,0.2
2020-09-02T01:08:05.000Z,0.2
2020-09-02T01:23:05.000Z,0.198
2020-09-02T01:38:05.000Z,0.198
2020-09-02T01:38:05.000Z,0.198
2020-09-02T01:53:05.000Z,0.198
2020-09-02T01:53:05.000Z,0.198
2020-09-02T02:08:05.000Z,0.198
2020-09-02T02:23:05.000Z,0.198
2020-09-02T02:38:05.000Z,0.198
2020-09-02T02:53:05.000Z,0.198
2020-09-02T03:08:05.000Z,0.198
2020-09-02T03:23:05.000Z,0.198
2020-09-02T03:38:05.000Z,0.198
2020-09-02T03:53:05.000Z,0.198
2020-09-02T04:08:05.000Z,0.198
2020-09-02T04:23:05.000Z,0.198
2020-09-02T04:38:05.000Z,0.198
2020-09-02T04:53:05.000Z,0.198
2020-09-02T05:08:05.000Z,0.198
2020-09-02T05:23:05.000Z,0.198
2020-09-02T05:38:05.000Z,0.198
2020-09-02T05:53:05.000Z,0.198
2020-09-02T06:08:05.000Z,0.198
2020-09-02T06:23:05.000Z,0.198
2020-09-02T06:38:05.000Z,0.198
2020-09-02T06:53:05.000Z,0.196
2020-09-02T07:08:05.000Z,0.196
2020-09-02T07:23:05.000Z,0.196
2020-09-02T07:38:05.000Z,0.196
2020-09-02T07:53:05.000Z,0.196
2020-09-02T08:08:05.000Z,0.196
2020-09-02T08:23:05.000Z,0.196
2020-09-02T08:38:05.000Z,0.196
2020-09-02T08:53:05.000Z,0.196
2020-09-02T09:08:05.000Z,0.196
2020-09-02T09:23:05.000Z,0.196
2020-09-02T09:38:05.000Z,0.196
2020-09-02T09:53:12.000Z,0.196
2020-09-02T10:08:06.000Z,0.196
2020-09-02T10:23:05.000Z,0.196
2020-09-02T10:38:05.000Z,0.196
2020-09-02T10:53:05.000Z,0.196
2020-09-02T11:08:05.000Z,0.196
2020-09-02T11:23:05.000Z,0.196
2020-09-02T11:38:05.000Z,0.196
2020-09-02T11:53:05.000Z,0.196
2020-09-02T12:08:05.000Z,0.196
2020-09-02T12:23:05.000Z,0.196
2020-09-02T12:38:05.000Z,0.196
2020-09-02T12:53:05.000Z,0.196
2020-09-02T13:08:05.000Z,0.196
2020-09-02T13:23:05.000Z,0.196
2020-09-02T13:38:05.000Z,0.196
2020-09-02T13:53:05.000Z,0.196
2020-09-02T14:08:05.000Z,0.196
2020-09-02T14:23:05.000Z,0.196
2020-09-02T14:38:05.000Z,0.196
2020-09-02T14:53:05.000Z,0.196
2020-09-02T15:08:05.000Z,0.196
2020-09-02T15:23:05.000Z,0.196
2020-09-02T15:38:05.000Z,0.196
2020-09-02T15:53:05.000Z,0.196
2020-09-02T16:08:05.000Z,0.196
2020-09-02T16:23:05.000Z,0.196
2020-09-02T16:38:05.000Z,0.196
2020-09-02T16:53:05.000Z,0.196
2020-09-02T17:08:05.000Z,0.196
2020-09-02T17:23:05.000Z,0.196
2020-09-02T17:38:05.000Z,0.195
2020-09-02T17:53:05.000Z,0.196
2020-09-02T18:08:05.000Z,0.195
2020-09-02T18:23:05.000Z,0.195
2020-09-02T18:38:05.000Z,0.195
2020-09-02T18:53:05.000Z,0.195
2020-09-02T19:08:05.000Z,0.195
2020-09-02T19:23:05.000Z,0.195
2020-09-02T19:38:05.000Z,0.195
2020-09-02T19:53:05.000Z,0.195
2020-09-02T20:08:05.000Z,0.195
2020-09-02T20:23:05.000Z,0.195
2020-09-02T20:38:05.000Z,0.195
2020-09-02T20:53:05.000Z,0.195
2020-09-02T21:08:05.000Z,0.195
2020-09-02T21:23:05.000Z,0.195
2020-09-02T21:38:05.000Z,0.195
2020-09-02T21:53:05.000Z,0.195
2020-09-02T22:08:05.000Z,0.195
2020-09-02T22:23:05.000Z,0.195
2020-09-02T22:38:05.000Z,0.195
2020-09-02T22:53:05.000Z,0.195
2020-09-02T23:08:05.000Z,0.195
2020-09-02T23:23:05.000Z,0.193
2020-09-02T23:38:05.000Z,0.193
2020-09-02T23:53:05.000Z,0.193
2020-09-03T00:08:05.000Z,0.193
2020-09-03T00:23:05.000Z,0.193
2020-09-03T00:38:05.000Z,0.193
2020-09-03T00:53:05.000Z,0.193
2020-09-03T01:08:05.000Z,0.193
2020-09-03T01:23:05.000Z,0.193
2020-09-03T01:38:05.000Z,0.193
2020-09-03T01:53:05.000Z,0.193
2020-09-03T02:08:05.000Z,0.193
2020-09-03T02:23:05.000Z,0.193
2020-09-03T02:38:05.000Z,0.193
2020-09-03T02:53:05.000Z,0.193
2020-09-03T03:08:05.000Z,0.193
2020-09-03T03:23:05.000Z,0.193
2020-09-03T03:38:05.000Z,0.193
2020-09-03T03:53:05.000Z,0.193
2020-09-03T04:08:05.000Z,0.193
2020-09-03T04:23:05.000Z,0.193
2020-09-03T04:38:05.000Z,0.193
2020-09-03T04:53:05.000Z,0.193
2020-09-03T05:08:05.000Z,0.193
2020-09-03T05:23:05.000Z,0.193
2020-09-03T05:38:05.000Z,0.193
2020-09-03T05:53:05.000Z,0.193
2020-09-03T06:08:05.000Z,0.193
2020-09-03T06:23:05.000Z,0.193
2020-09-03T06:38:05.000Z,0.193
2020-09-03T06:53:05.000Z,0.193
2020-09-03T07:08:05.000Z,0.193
2020-09-03T07:23:05.000Z,0.193
2020-09-03T07:38:05.000Z,0.193
2020-09-03T07:53:05.000Z,0.193
2020-09-03T08:08:05.000Z,0.193
2020-09-03T08:23:05.000Z,0.193
2020-09-03T08:38:05.000Z,0.193
2020-09-03T08:53:05.000Z,0.193
2020-09-03T09:08:05.000Z,0.192
2020-09-03T09:23:05.000Z,0.192
2020-09-03T09:38:05.000Z,0.192
2020-09-03T09:53:12.000Z,0.192
2020-09-03T10:08:06.000Z,0.192
2020-09-03T10:23:05.000Z,0.192
2020-09-03T10:38:05.000Z,0.192
2020-09-03T10:53:05.000Z,0.192
2020-09-03T11:08:05.000Z,0.192
2020-09-03T11:23:05.000Z,0.192
2020-09-03T11:38:05.000Z,0.192
2020-09-03T11:53:05.000Z,0.192
2020-09-03T12:08:05.000Z,0.192
2020-09-03T12:23:05.000Z,0.192
2020-09-03T12:38:05.000Z,0.192
2020-09-03T12:53:05.000Z,0.192
2020-09-03T13:08:05.000Z,0.192
2020-09-03T13:23:05.000Z,0.192
2020-09-03T13:38:05.000Z,0.192
2020-09-03T13:53:05.000Z,0.192
2020-09-03T14:08:05.000Z,0.192
2020-09-03T14:23:05.000Z,0.192
2020-09-03T14:38:05.000Z,0.192
